SiteName,Municipality,ProgramCategory,EnforcementTypeDescription,IssuedDate,DocumentNumber,PenaltyCashAssessed,Comment
,,GEN-SW,Notice Of Non-Compliance,4/29/19,,0,"OBSERVED ON 4/10/19 AT WESTERN RECYCLING FACILITY IN WILBRAHAM TWO TRUCKLOADS OF WASTE DELIVERED FOR DISPOSAL BY USA WASTE TRUCK #182 INCLUDED WASTE & RECYCLABLE MATERIALS ORIGINATING FROM BIG Y FOODS INC, 2145 ROOSEVELT AVENUE, SPRINGFIELD"
,,GEN-SW,Notice Of Non-Compliance,4/29/19,,0,"OBSERVED ON 4/12/19 AT THE CASELLA TRANSFER STATION IN HOLYOKE THAT WASTE DELIVERED FOR DISPOSAL BY USA WASTE TRUCK #196, INCLUDED WASTE AND RECYCLABLE MATERIALS ORIGINATING FROM TEDDY BEAR POOLS INC, 41 EAST STREET, CHICOPEE. CARDBOARD"
,,GEN-SW,Notice Of Non-Compliance,4/25/19,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,4/25/19,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,4/3/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS WTE FACILITY
,,GEN-SW,Notice Of Non-Compliance,4/3/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS WTE FACILITY
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,"VIOLATION OBSERVED AT E.L. HARVEY TRANSFER STATION ON MARCH 13, 2019."
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/13/2019 OBSERVED CARDBOARD AT/BY ELHARVEY
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/20/2019 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/7/2019 OBSERVED 35% CARDBOARD AT POST RD TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/20/2019 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY G MELLO
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/21/2019 OBSERVED CARDBOARD AT MELROSE TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/7/2019 OBSERVED 50% CARDBOARD AT POST RD TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/13/2019 OBSERVED CARDBOARD AT/BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,"VIOLATION OBSERVED AT WHEELABRATOR MILLBURY ON MARCH 28, 2019. RESOLVED WITH ACOP-BO-00008020"
,,GEN-SW,Notice Of Non-Compliance,4/2/19,,0,3/20/2019 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,3/29/19,,0,NON FOR DISPOSAL OF CARDBOARD AND A WHITE GOOD (WATER HEATER)
,,GEN-SW,Notice Of Non-Compliance,3/26/19,,0,2/15/2019 OBSERVED 80% CARDBOARD AT PEABODY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/20/19,,0,"WASTE BAN GENERATOR NON FOR DISPOSAL OF FOOD MATERIAL, CARDBOARD, AND BOTTLES"
,,GEN-SW,Notice Of Non-Compliance,3/20/19,,0,2/27/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAUELD BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY WELLESLEY TRUCKING
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,"VIOLATION OCCURED AT COVANTA HAVERHILL ON FEBRUARY 27, 2019."
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/22/2019 OBSERVED 60-70% CARDBOARD AT MELROSE TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/27/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/6/2019 OBSERVED CARDBOARD AT AUBURN TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY ORIFICE
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/22/2019 OBSERVED CARDBOARD AT MELROSE TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY ORIFICE
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/15/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/27/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,2/22/2019 OBSERVED CARDBOARD AT DEDHAM TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,3/1/2019 OBSERVED CARDBOARD & DISHWASHER AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/19,,0,"2/27/2019 OBSERVED BOTTLES, CANS, FOOD AT COVANTA HAVERHILL HAULED BY CASELLA"
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED CARDBOARD AT PEABODY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED CARDBOARD AT HUDSON TS HAULED BY BP TRUCKING
,,HAULER,"Administrative Consent Order, With Penalty",6/18/20,,3000,"MIXING OF RECYCLING, MULTIPLE FAILED LOADS, VIDEO OF PACKER MIXING RECYCLING AND TRASH"
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED CARDBOARD AT HUDSON TS HAULED BY BP TRUCKING
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/5/2019 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED CARDBOARD/BOTTLES/CONTAINERS AT HUDSON TS HAULED BY BP TRUCKING
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/5/2019 OBSERVED CARDBOARD AT WHEEERATOR NORTH ANDOVER HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,3/18/19,,0,2/14/2019 OBSERVED CARDBOARD FROM HUDSON SUBWAY AT HUDSON TS HAULED BY BP TRUCKING
,,GEN-SW,"Administrative Consent Order, With Penalty",3/7/19,,17000,WASTE BAN VIOLATION - MULTIPLE LOCATIONS ACROSS THE COMMONWEALTH. ISSUED AT THE CORPORATE LEVEL.
,,HAULER,Notice Of Non-Compliance,1/13/20,,0,"INSPECTION AT WHEELABRATOR NORTH ANDOVER ON DECEMBER 4, 2019. CARDBOARD, FOOD WASTE, PLASTIC BOTTLES"
,,GEN-SW,Notice Of Non-Compliance,2/15/19,,0,WASTE BAN AT NORTHAMPTON EASTHAMPTON ROAD TRANSFER STATION IN NORTHAMPTON. RECYCLABLE PAPER (CARDBOARD).
,,GEN-SW,Notice Of Non-Compliance,2/7/19,,0,1/25/2019 OBSERVED 65-70% CARDBOARD AT MELROSE TS HAULED BY WASTE MGMT
,,HAULER,Notice Of Non-Compliance,3/31/17,,0,GYPSUM OBSERVED 3/8/2017 AT AKS RECYCLING
,,GEN-SW,Notice Of Non-Compliance,2/6/19,,0,1/23/2019 OBSERVED 80% CARDBOARD AT DEVENS RECYCLING HAULED BY REPUBLIC
,,HAULER,Notice Of Non-Compliance,6/20/17,,0,"FRADES DELIVECED TWO C&D LOADS TO CRAPO HILL LANDFILL: WASTE BAN VIOLATIONS: WOOD, CLEAN GYPSUM WALLBOARD, CARDBOARD, 3 CRT'S"
,,GEN-SW,Notice Of Non-Compliance,2/4/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,1/30/19,,0,SOLID WASTE ROLLOFF BOX CONTAINING WASTE MELAMINE RESIN IN TOTERS FROM SUDDEKOR LLC FACILITY WAS DELIVERED TO THE CHICOPEE LANDFILL AT 161 NEW LOMBARD ROAD IN CHICOPEE. WHITE LIQUID WAS OBSERVED LEAKING FROM ROLLOFF BOX.
,,GEN-SW,Notice Of Non-Compliance,1/30/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,1/30/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,1/30/19,,0,12/10/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/20/2018 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY LAWRENCE WASTE SERVICES
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY HA SANCOMB
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/4/2019 OBSERVED CARDBOARD AT EL HARVEY TS HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/2/2019 OBSERVED CARDBOARD AT POST ROAD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/4/2019 OBSERVED CARDBOARD AT EL HARVEY TS HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/8/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY PINARD
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/31/2018 OBSERVED CARDBOARD AT AUBURN TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/16/2019 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/16/2019 OBSERVED 70% CARDBOARD AT HOLLISTON TS HAULED BY ALL STATE WASTE
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,11/30/2018 OBSERVED CARDBOARD AT DEDHAM TS HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/31/2018 OBSERVED 65% CARDBOARD AT AUBURN TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/10/2019 OBSERVED CARDBOARD AND FOOD AT PEABODY WOOD TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/8/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY PINARD
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/4/2019 OBSERVED CARDBOARD AT EL HARVEY TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY WELLESLEY TRUCKING
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY LAWRENCE WASTE SERVICES
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/11/2019 OBSERVED CARDBOARD AT HARVEY OF FITCHBURG HAULED BY JE TULLY
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/31/2018 OBSERVED CARDBOARD AT AUBURN TS HAULED BY SERVICE PLUS
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/8/2019 OBSERVED CARDBOARD AT COVANTA HAVERHILL HAULED BY PINARD
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/18/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY LAWRENCE WASE SERVICES
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/31/2018 OBSERVED CARDBOARD AT AUBURN TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,1/10/2019 OBSERVED CARDBOARD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,1/28/19,,0,12/20/2018 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY BAY STATE
,,GEN-SW,Notice Of Non-Compliance,1/14/19,,0,DISPOSAL OF CARDBOARD AT TAUNTON LANDFILL
,,GEN-SW,Notice Of Non-Compliance,1/14/19,,0,DISPOSAL OF CARDBOARD AT RAYNHAM TS
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/6/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/28/2018 AT/BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/21/2018 AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/21/2018 AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/6/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/6/2018 AT HOLLISTON TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/6/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED 12/7/2018 AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED 35-40% CARDBOARD 12/12/2018 AT DEVENS RECYCLING HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/28/2018 AT/BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,12/28/18,,0,OBSERVED CARDBOARD 11/28/2018 AT/BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,12/13/18,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,12/13/18,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,11/16/2018 OBSERVED COMMERCIAL ORGANICS AT FALL RIVER TS
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"11/16/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD AND OTHER RECYCLABLE PAPER) AT NEW BEDFORD WASTE SERVICES, LLC"
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,10/24/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS. 4 VIOLATION LOADS, 1 EACH FROM FACID: 535623; 594237; 594242; 535606 CORPORATE NON ISSUED AGAINST 361817"
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS. 4 VIOLATION LOADS, 1 EACH FROM FACID: 535623; 594237; 594242; 535606 CORPORATE NON ISSUED AGAINST 361817"
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS. 4 VIOLATION LOADS, 1 EACH FROM FACID: 535623; 594237; 594242; 535606 CORPORATE NON ISSUED AGAINST 361817"
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS. 4 VIOLATION LOADS, 1 EACH FROM FACID: 535623; 594237; 594242; 535606 CORPORATE NON ISSUED AGAINST 361817"
,,GEN-SW,Notice Of Non-Compliance,12/6/18,,0,"10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS. 4 VIOLATION LOADS, 1 EACH FROM FACID: 535623; 594237; 594242; 535606 CORPORATE NON ISSUED AGAINST 361817"
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,10/24/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,10/24/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,"10/24/2018 OBSERVED WHITE GOOD (WATER COOLER), RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS"
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,7/27/2018 OBSERVED CARDBOARD AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,10/24/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,10/24/2018 OBSERVED COMMERCIAL ORGANIC WASTE AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,11/27/18,,0,10/24/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,11/15/18,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION IN ROXBURY
,,GEN-SW,Notice Of Non-Compliance,11/6/18,,0,10/26/2018 OBSERVED CARDBOARD AT WHEELABRATOR MILLBURY HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,11/6/18,,0,WASTE BAN INSPECTION AT HOWARD TRANSFER STATION IN ROXBURY.
,,GEN-SW,Notice Of Non-Compliance,11/6/18,,0,10/24/2018 OBSERVED YARD WASTE AT DEDHAM TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,11/5/18,,0,10/26/2018 OBSERVED CARDBOARD AT MELROSE TS HAULED BY WASTE MANAGEMENT
,,HAULER,Notice Of Non-Compliance,4/18/17,,0,FOR WASTE BAN VIOLATIONS OBSERVED 4/7/2017 AT AKS RECYCLING
,,GEN-SW,Notice Of Non-Compliance,11/5/18,,0,"10/31/2018 OBSERVED 70% CARDBOARD, METAL AND WOOD AT LEOMINSTER TS HAULED BY WASTE MANAGEMENT"
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/10/2018 OBSERVED CARDBOARD AT HOLLISTON HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/3/2018 OBSERVED CARDBOARD AND FOOD AT DEVENS RECYCLING HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/21/2018 OBSERVED 20% CARDBOARD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/19/2018 OBSERVED CARDBOARD AT/HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/26/2018 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY MILLER WASTE
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/21/2018 OBSERVED 25% CARDBOARD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/19/2018 OBSERVED CARDBOARD AT/HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/19/2018 OBSERVED CARDBOARD AT EL HARVEY HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/26/2018 OBSERVED 35% CANS & FOOD AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/10/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY BARRY BROS
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/10/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY GRAHAM WASTE
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/26/2018 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,10/10/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/29/18,,0,9/26/2018 OBSERVED CARDBOARD AT WHEELABRATOR NORTH ANDOVER HAULED BY DYNAMIC WASTE
,,GEN-SW,"Administrative Consent Order, With Penalty",10/3/18,,946,WASTE BAN VIOLATION FOR DISPOSAL OF RECYCLABLE PAPER AND BOTTLES AND CANS
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/14/2018 OBSERVED 40% FOOD AT/HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/12/2018 OBSERVED FOOD & CARDBOARD AT HOLLISTON TS HAULED BY WELLESLEY TRUCKING
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/21/2018 OBSERVED CARDBOARD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/14/2018 OBSERVED FOOD & CARDBOARD AT/HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/21/2018 OBSERVED CARDBOARD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/21/2018 OBSERVED CARDBOARD & FOOD AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,10/2/18,,0,9/21/2018 OBSERVED CARDBOARD AT PEABODY WOOD TS HAULED BY CHARLES GEORGE
,,GEN-SW,"Administrative Consent Order, With Penalty",10/2/18,,946,WASTE BAN VIOLATION OBSERVED BY CERO - DISPOSAL OF FOOD MATERIAL AT AUBURN TS.
,,GEN-SW,Notice Of Non-Compliance,10/1/18,,0,9/12/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,10/1/18,,0,9/12/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY LAWRENCE WASTE SERVICES
,,GEN-SW,Notice Of Non-Compliance,10/1/18,,0,9/12/2018 OBSERVED CARDBOARD AT HOLLISTON TS HAULED BY ORIFICE REFUSE & RECYCLING
,,GEN-SW,Notice Of Non-Compliance,9/28/18,,0,WASTEBAN NON BRAINTREE TS INSPECTION DATE 14-SEP-2018
,,GEN-SW,Notice Of Non-Compliance,9/28/18,,0,"WASTEBAN NON FOR BRAINTREE TS INSPECTION ON AUGUST 24 2018, LOAD GENERATED FROM RANDOLPH FACILITY OF CARE ONE."
,,GEN-SW,Notice Of Non-Compliance,9/28/18,,0,WASTEBAN NON BRAINTREE TRANSFERSTATION INSPECTION DATE 7-SEP-2018
,,GEN-SW,Notice Of Non-Compliance,9/28/18,,0,WASTEBAN NON FOR BRAINTREE TS INSPECTION ON 14-SEP-2018
,,GEN-SW,Notice Of Non-Compliance,9/28/18,,0,WASTEBAN NON BRAINTREE TS INSPECTION DATE 24-AUG-2018. RESOLVED WITH ACOP-BO-00008020
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,7/27/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT BRAINTREE TS
,,HAULER,Notice Of Non-Compliance,7/12/17,,0,FOR DISPOSAL OF CARDBOARD IN REAR PACKER TRUCK AT BRAINTREE TS ON 6/15/17
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,7/27/2018 OBSERVED COMMERCIAL ORGANIC MATERIAL AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,NON FOR CARDBOARD IN WASTE LOAD DELIVERED TO THE TAUNTON LANDFILL ON 9/14/2018
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,7/27/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT BRAINTREE TS | RTC ADD CONTAINER
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,7/27/2018 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,9/25/18,,0,"7/27/2018 OBSERVED CARDBOARD AND BOTTLES&CANS AT BRAINTREE TS || 12/4/2018 RTC NEW CONTAINERS/SIGNS. RESTRICT ACCESS, ONGOING TRAINING"
,,GEN-SW,Notice Of Non-Compliance,9/24/18,,0,WASTE BAN: WASTE DELIVERED FOR DISPOSAL AT COVANTA SPRINGFIELD RESOURCE RECOVERY FACILITY IN AGAWAM ON 9/19/2018 CONTAINED ONE CRT AND EXCESSIVE PAPER (CARDBOARD). RESOLVED WITH ACOP-BO-00008020
,,GEN-SW,Notice Of Non-Compliance,9/13/18,,0,OBSERVED CARDBOARD 8/29/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,9/13/18,,0,OBSERVED CARDBOARD 8/29/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY BAY STATE
